"sale_date","isbn","COUNT"
"21/1/2193","989-28-79-40897-8",2
"21/1/2193","989-28-79-91028-0",4
"21/1/2193","989-28-3705-222-9",6
"21/1/2193","989-28-79-03683-6",1
"21/1/2193","989-28-3705-492-6",3
"21/1/2193","989-28-229-9769-6",1
"21/1/2193","989-28-79-68531-7",1
"21/1/2193","989-28-79-07610-8",1
"22/1/2193","989-28-79-82197-5",1
"22/1/2193","989-28-3705-583-1",1
"22/1/2193","989-28-3705-007-2",8
"22/1/2193","989-28-3705-987-7",1
"22/1/2193","989-28-3705-369-1",2
"22/1/2193","989-28-79-52883-6",1
"22/1/2193","989-28-79-18127-7",1
"22/1/2193","989-28-79-05638-4",1
"22/1/2193","989-28-79-21991-8",2
"22/1/2193","989-28-79-45675-7",2
"22/1/2193","989-28-79-04510-4",1
"22/1/2193","989-28-654-3899-6",1
"22/1/2193","989-28-79-69807-2",6
"22/1/2193","989-28-79-13871-4",2
"22/1/2193","989-28-229-7592-2",1
"22/1/2193","989-28-229-9769-6",1
"22/1/2193","989-28-229-3157-7",1
"22/1/2193","989-28-229-6632-6",1
"22/1/2193","989-28-79-13801-1",6
"22/1/2193","989-28-79-40897-8",3
"22/1/2193","989-28-79-91028-0",2
"22/1/2193","989-28-79-26824-4",3
"22/1/2193","989-28-79-74374-1",1
"22/1/2193","989-28-79-51397-9",1
"22/1/2193","989-28-79-23023-4",4
"22/1/2193","989-28-79-71565-6",1
"22/1/2193","989-28-654-0047-4",1
"22/1/2193","989-28-3705-649-4",1
"22/1/2193","989-28-229-1404-4",1
"22/1/2193","989-28-3705-222-9",1
"23/1/2193","989-28-79-82197-5",2
"23/1/2193","989-28-3705-592-3",2
"23/1/2193","989-28-3705-007-2",2
"23/1/2193","989-28-3705-987-7",1
"23/1/2193","989-28-79-16826-1",1
"23/1/2193","989-28-654-3899-6",1
"23/1/2193","989-28-79-13871-4",4
"23/1/2193","989-28-79-05670-4",3
"23/1/2193","989-28-79-69807-2",4
"23/1/2193","989-28-229-1404-4",5
"23/1/2193","989-28-229-9769-6",2
"23/1/2193","989-28-229-7592-2",1
"23/1/2193","989-28-229-5891-8",1
"23/1/2193","989-28-79-23023-4",4
"23/1/2193","989-28-79-74374-1",4
"23/1/2193","989-28-79-13801-1",6
"23/1/2193","989-28-79-68089-3",2
"23/1/2193","989-28-79-55752-2",1
"23/1/2193","989-28-79-40897-8",1
"23/1/2193","989-28-79-71565-6",1
"23/1/2193","989-28-3705-492-6",2
"23/1/2193","989-28-79-26824-4",2
"23/1/2193","989-28-3705-222-9",1
"23/1/2193","989-28-79-91028-0",2
"23/1/2193","989-28-79-03683-6",1
"23/1/2193","989-28-3705-054-6",1
"23/1/2193","989-28-79-01991-4",1
"24/1/2193","989-28-3705-007-2",5
"24/1/2193","989-28-3705-138-3",2
"24/1/2193","989-28-3705-152-9",1
"24/1/2193","989-28-79-27078-0",1
"24/1/2193","989-28-79-82197-5",2
"24/1/2193","989-28-79-01991-4",1
"24/1/2193","989-28-79-67891-3",1
"24/1/2193","989-28-79-82749-6",2
"24/1/2193","989-28-79-05670-4",1
"24/1/2193","989-28-229-9769-6",3
"24/1/2193","989-28-229-1404-4",4
"24/1/2193","989-28-229-5891-8",1
"24/1/2193","989-28-229-3157-7",1
"24/1/2193","989-28-229-6632-6",1
"24/1/2193","989-28-79-74374-1",7
"24/1/2193","989-28-79-71565-6",2
"24/1/2193","989-28-79-13801-1",8
"24/1/2193","989-28-79-23023-4",2
"24/1/2193","989-28-79-40897-8",1
"24/1/2193","989-28-79-55752-2",1
"24/1/2193","989-28-3705-222-9",2
"24/1/2193","989-28-3705-987-7",1
"24/1/2193","989-28-3705-592-3",1
"24/1/2193","989-28-79-26824-4",1
"24/1/2193","989-28-79-13871-4",2
"24/1/2193","989-28-79-68089-3",2
"24/1/2193","989-28-79-30536-9",1
"25/1/2193","989-28-79-82197-5",1
"25/1/2193","989-28-3705-007-2",5
"25/1/2193","989-28-3705-987-7",1
"25/1/2193","989-28-3705-138-3",1
"25/1/2193","989-28-79-86624-2",2
"25/1/2193","989-28-79-45675-7",2
"25/1/2193","989-28-79-01991-4",1
"25/1/2193","989-28-79-18127-7",1
"25/1/2193","989-28-79-16826-1",1
"25/1/2193","989-28-79-21991-8",1
"25/1/2193","989-28-79-82749-6",4
"25/1/2193","989-28-79-13871-4",4
"25/1/2193","989-28-79-69807-2",4
"25/1/2193","989-28-79-05670-4",1
"25/1/2193","989-28-654-0047-4",1
"25/1/2193","989-28-229-1404-4",2
"25/1/2193","989-28-229-7592-2",2
"25/1/2193","989-28-229-6632-6",3
"25/1/2193","989-28-229-0197-6",1
"25/1/2193","989-28-229-3157-7",1
"25/1/2193","989-28-229-5891-8",1
"25/1/2193","989-28-79-26824-4",1
"25/1/2193","989-28-79-23023-4",5
"25/1/2193","989-28-79-43574-5",1
"25/1/2193","989-28-79-68089-3",1
"25/1/2193","989-28-79-13801-1",3
"25/1/2193","989-28-79-74374-1",2
"25/1/2193","989-28-79-40897-8",1
"25/1/2193","989-28-79-71565-6",2
"25/1/2193","989-28-79-27078-0",1
"25/1/2193","989-28-229-9769-6",1
"25/1/2193","989-28-79-91028-0",1
"25/1/2193","989-28-3705-222-9",2
"25/1/2193","989-28-3705-966-2",1
"25/1/2193","989-28-3705-492-6",1
"26/1/2193","989-28-3705-138-3",1
"26/1/2193","989-28-3705-592-3",2
"26/1/2193","989-28-3705-583-1",2
"26/1/2193","989-28-3705-007-2",7
"26/1/2193","989-28-3705-987-7",2
"26/1/2193","989-28-3705-136-9",1
"26/1/2193","989-28-3705-369-1",1
"26/1/2193","989-28-3705-152-9",1
"26/1/2193","989-28-3705-054-6",1
"26/1/2193","989-28-79-82197-5",1
"26/1/2193","989-28-79-11297-4",1
"26/1/2193","989-28-79-21991-8",1
"26/1/2193","989-28-79-18127-7",2
"26/1/2193","989-28-79-30536-9",1
"26/1/2193","989-28-79-16826-1",1
"26/1/2193","989-28-79-45675-7",3
"26/1/2193","989-28-79-01991-4",1
"26/1/2193","989-28-654-0127-3",1
"26/1/2193","989-28-79-13871-4",8
"26/1/2193","989-28-79-69807-2",10
"26/1/2193","989-28-79-82125-8",4
"26/1/2193","989-28-79-82749-6",2
"26/1/2193","989-28-229-9769-6",3
"26/1/2193","989-28-229-1404-4",3
"26/1/2193","989-28-229-5891-8",2
"26/1/2193","989-28-229-7592-2",2
"26/1/2193","989-28-79-74374-1",7
"26/1/2193","989-28-79-13801-1",11
"26/1/2193","989-28-79-40897-8",3
"26/1/2193","989-28-79-71565-6",6
"26/1/2193","989-28-79-91028-0",3
"26/1/2193","989-28-79-23023-4",5
"26/1/2193","989-28-79-68089-3",7
"26/1/2193","989-28-79-16808-7",1
"26/1/2193","989-28-79-26824-4",4
"26/1/2193","989-28-79-51397-9",1
"26/1/2193","989-28-79-55752-2",1
"26/1/2193","989-28-3705-492-6",6
"26/1/2193","989-28-79-23015-9",2
"26/1/2193","989-28-3705-222-9",4
"26/1/2193","989-28-79-03683-6",2
"26/1/2193","989-28-79-42728-3",1
"26/1/2193","989-28-79-32105-5",1
"26/1/2193","989-28-229-3157-7",2
"26/1/2193","989-28-79-05670-4",1
"26/1/2193","989-28-229-6632-6",1
"26/1/2193","989-28-79-36485-4",1
"26/1/2193","989-28-3705-966-2",1
"27/1/2193","989-28-3705-007-2",8
"27/1/2193","989-28-3705-152-9",1
"27/1/2193","989-28-3705-987-7",4
"27/1/2193","989-28-3705-369-1",1
"27/1/2193","989-28-3705-054-6",1
"27/1/2193","989-28-3705-583-1",1
"27/1/2193","989-28-79-27078-0",3
"27/1/2193","989-28-79-11297-4",1
"27/1/2193","989-28-79-22871-2",2
"27/1/2193","989-28-79-01991-4",1
"27/1/2193","989-28-79-45675-7",3
"27/1/2193","989-28-79-86624-2",1
"27/1/2193","989-28-79-32105-5",1
"27/1/2193","989-28-79-69807-2",8
"27/1/2193","989-28-79-05670-4",3
"27/1/2193","989-28-79-82125-8",2
"27/1/2193","989-28-229-7592-2",4
"27/1/2193","989-28-229-1404-4",3
"27/1/2193","989-28-229-9769-6",3
"27/1/2193","989-28-229-6632-6",2
"27/1/2193","989-28-229-3157-7",3
"27/1/2193","989-28-79-68089-3",5
"27/1/2193","989-28-79-13801-1",14
"27/1/2193","989-28-79-74374-1",4
"27/1/2193","989-28-79-23023-4",11
"27/1/2193","989-28-79-26824-4",6
"27/1/2193","989-28-79-91028-0",4
"27/1/2193","989-28-79-55752-2",1
"27/1/2193","989-28-79-40897-8",1
"27/1/2193","989-28-79-55824-6",2
"27/1/2193","989-28-79-03683-6",1
"27/1/2193","989-28-3705-492-6",6
"27/1/2193","989-28-3705-222-9",4
"27/1/2193","989-28-3705-607-4",1
"27/1/2193","989-28-654-6033-1",1
"27/1/2193","989-28-79-71565-6",1
"27/1/2193","989-28-79-36485-4",1
"27/1/2193","989-28-79-18127-7",1
"28/1/2193","989-28-3705-987-7",1
"28/1/2193","989-28-3705-007-2",2
"28/1/2193","989-28-79-18127-7",1
"28/1/2193","989-28-79-45675-7",1
"28/1/2193","989-28-79-11297-4",1
"28/1/2193","989-28-79-13871-4",10
"28/1/2193","989-28-79-69807-2",6
"28/1/2193","989-28-79-05670-4",1
"28/1/2193","989-28-229-3157-7",2
"28/1/2193","989-28-229-5891-8",1
"28/1/2193","989-28-229-1404-4",1
"28/1/2193","989-28-229-6632-6",3
"28/1/2193","989-28-229-9769-6",1
"28/1/2193","989-28-79-23023-4",4
"28/1/2193","989-28-79-68089-3",2
"28/1/2193","989-28-79-74374-1",8
"28/1/2193","989-28-79-13801-1",6
"28/1/2193","989-28-79-71565-6",3
"28/1/2193","989-28-79-91028-0",1
"28/1/2193","989-28-79-55824-6",2
"28/1/2193","989-28-654-0127-3",1
"28/1/2193","989-28-79-04510-4",1
"28/1/2193","989-28-3705-492-6",1
"29/1/2193","989-28-79-82197-5",2
"29/1/2193","989-28-3705-007-2",2
"29/1/2193","989-28-3705-987-7",1
"29/1/2193","989-28-3705-592-3",2
"29/1/2193","989-28-3705-966-2",2
"29/1/2193","989-28-3705-054-6",1
"29/1/2193","989-28-79-22871-2",1
"29/1/2193","989-28-79-45675-7",2
"29/1/2193","989-28-79-27078-0",1
"29/1/2193","989-28-79-87459-9",1
"29/1/2193","989-28-79-13871-4",2
"29/1/2193","989-28-79-82749-6",2
"29/1/2193","989-28-79-69807-2",4
"29/1/2193","989-28-229-1404-4",3
"29/1/2193","989-28-229-9769-6",3
"29/1/2193","989-28-229-6632-6",2
"29/1/2193","989-28-229-5891-8",1
"29/1/2193","989-28-79-13801-1",4
"29/1/2193","989-28-79-23023-4",3
"29/1/2193","989-28-79-74374-1",1
"29/1/2193","989-28-79-26824-4",1
"29/1/2193","989-28-79-55824-6",2
"29/1/2193","989-28-79-51397-9",1
"29/1/2193","989-28-3705-492-6",5
"29/1/2193","989-28-79-82339-9",1
"29/1/2193","989-28-79-44730-4",1
"30/1/2193","989-28-79-82197-5",4
"30/1/2193","989-28-3705-138-3",1
"30/1/2193","989-28-3705-649-4",1
"30/1/2193","989-28-79-86624-2",1
"30/1/2193","989-28-79-69807-2",4
"30/1/2193","989-28-79-05670-4",1
"30/1/2193","989-28-654-6033-1",1
"30/1/2193","989-28-654-0047-4",1
"30/1/2193","989-28-229-9769-6",1
"30/1/2193","989-28-229-5891-8",2
"30/1/2193","989-28-229-6632-6",2
"30/1/2193","989-28-229-0197-6",1
"30/1/2193","989-28-229-1404-4",1
"30/1/2193","989-28-229-7592-2",2
"30/1/2193","989-28-229-3157-7",1
"30/1/2193","989-28-79-68089-3",1
"30/1/2193","989-28-79-26824-4",1
"30/1/2193","989-28-79-13801-1",5
"30/1/2193","989-28-79-74374-1",8
"30/1/2193","989-28-79-71565-6",2
"30/1/2193","989-28-79-23023-4",3
"30/1/2193","989-28-79-91028-0",1
"30/1/2193","989-28-79-40897-8",1
"30/1/2193","989-28-3705-007-2",1
"30/1/2193","989-28-79-13871-4",4
"30/1/2193","989-28-79-51397-9",2
"30/1/2193","989-28-79-55752-2",1
"30/1/2193","989-28-79-44730-4",1
"30/1/2193","989-28-3705-222-9",1
"31/1/2193","989-28-79-82197-5",2
"31/1/2193","989-28-3705-007-2",6
"31/1/2193","989-28-79-11297-4",3
"31/1/2193","989-28-79-13871-4",6
"31/1/2193","989-28-79-69807-2",2
"31/1/2193","989-28-79-05670-4",3
"31/1/2193","989-28-229-5891-8",3
"31/1/2193","989-28-229-9769-6",1
"31/1/2193","989-28-79-74374-1",8
"31/1/2193","989-28-79-36485-4",1
"31/1/2193","989-28-79-13801-1",4
"31/1/2193","989-28-79-23023-4",2
"31/1/2193","989-28-79-16808-7",1
"31/1/2193","989-28-79-26824-4",2
"31/1/2193","989-28-79-71565-6",3
"31/1/2193","989-28-79-43574-5",1
"31/1/2193","989-28-79-14379-4",2
"31/1/2193","989-28-3705-222-9",3
"31/1/2193","989-28-79-03683-6",1
"31/1/2193","989-28-3705-492-6",1
"31/1/2193","989-28-3705-987-7",1
"1/2/2193","989-28-3705-007-2",5
"1/2/2193","989-28-3705-592-3",2
"1/2/2193","989-28-3705-987-7",2
"1/2/2193","989-28-3705-649-4",1
"1/2/2193","989-28-79-45675-7",6
"1/2/2193","989-28-79-11297-4",1
"1/2/2193","989-28-79-16826-1",1
"1/2/2193","989-28-79-01991-4",1
"1/2/2193","989-28-79-22871-2",1
"1/2/2193","989-28-654-2017-5",1
"1/2/2193","989-28-79-69807-2",4
"1/2/2193","989-28-79-05670-4",1
"1/2/2193","989-28-654-6033-1",1
"1/2/2193","989-28-229-1404-4",8
"1/2/2193","989-28-229-6632-6",4
"1/2/2193","989-28-229-9769-6",2
"1/2/2193","989-28-229-3157-7",2
"1/2/2193","989-28-229-7592-2",1
"1/2/2193","989-28-229-5891-8",2
"1/2/2193","989-28-79-74374-1",5
"1/2/2193","989-28-79-23023-4",5
"1/2/2193","989-28-79-71565-6",3
"1/2/2193","989-28-79-13801-1",5
"1/2/2193","989-28-79-68089-3",2
"1/2/2193","989-28-79-55824-6",1
"1/2/2193","989-28-79-91028-0",1
"1/2/2193","989-28-79-26824-4",2
"1/2/2193","989-28-79-40897-8",1
"1/2/2193","989-28-3705-492-6",1
"1/2/2193","989-28-3705-222-9",3
"1/2/2193","989-28-79-30536-9",1
"2/2/2193","989-28-3705-966-2",2
"2/2/2193","989-28-3705-987-7",7
"2/2/2193","989-28-3705-007-2",5
"2/2/2193","989-28-3705-054-6",1
"2/2/2193","989-28-3705-649-4",2
"2/2/2193","989-28-3705-138-3",1
"2/2/2193","989-28-3705-583-1",2
"2/2/2193","989-28-79-45675-7",3
"2/2/2193","989-28-79-87459-9",1
"2/2/2193","989-28-79-30536-9",3
"2/2/2193","989-28-79-82197-5",1
"2/2/2193","989-28-79-04510-4",1
"2/2/2193","989-28-79-61125-5",1
"2/2/2193","989-28-79-22871-2",1
"2/2/2193","989-28-79-11297-4",1
"2/2/2193","989-28-79-32105-5",1
"2/2/2193","989-28-654-3899-6",1
"2/2/2193","989-28-79-82125-8",2
"2/2/2193","989-28-79-69807-2",12
"2/2/2193","989-28-79-05670-4",4
"2/2/2193","989-28-79-13871-4",12
"2/2/2193","989-28-654-2620-7",1
"2/2/2193","989-28-229-9769-6",5
"2/2/2193","989-28-229-7592-2",4
"2/2/2193","989-28-229-1404-4",7
"2/2/2193","989-28-229-0197-6",3
"2/2/2193","989-28-229-6632-6",3
"2/2/2193","989-28-229-3157-7",1
"2/2/2193","989-28-79-13801-1",11
"2/2/2193","989-28-79-74374-1",8
"2/2/2193","989-28-79-40897-8",4
"2/2/2193","989-28-79-26824-4",3
"2/2/2193","989-28-79-23023-4",6
"2/2/2193","989-28-79-55752-2",2
"2/2/2193","989-28-79-68089-3",1
"2/2/2193","989-28-79-71565-6",2
"2/2/2193","989-28-79-55824-6",1
"2/2/2193","989-28-79-36485-4",1
"2/2/2193","989-28-79-51397-9",1
"2/2/2193","989-28-3705-222-9",4
"2/2/2193","989-28-79-03683-6",1
"2/2/2193","989-28-3705-492-6",4
"2/2/2193","989-28-3705-607-4",1
"2/2/2193","989-28-3705-775-0",1
"2/2/2193","989-28-79-23015-9",1
"3/2/2193","989-28-3705-007-2",7
"3/2/2193","989-28-3705-987-7",4
"3/2/2193","989-28-3705-775-0",1
"3/2/2193","989-28-3705-966-2",1
"3/2/2193","989-28-3705-592-3",1
"3/2/2193","989-28-79-61125-5",1
"3/2/2193","989-28-79-30536-9",1
"3/2/2193","989-28-79-67891-3",1
"3/2/2193","989-28-79-18127-7",1
"3/2/2193","989-28-79-42728-3",1
"3/2/2193","989-28-79-11297-4",2
"3/2/2193","989-28-79-45675-7",4
"3/2/2193","989-28-79-04510-4",2
"3/2/2193","989-28-79-82197-5",2
"3/2/2193","989-28-79-01991-4",1
"3/2/2193","989-28-79-13871-4",14
"3/2/2193","989-28-79-69807-2",6
"3/2/2193","989-28-79-05670-4",3
"3/2/2193","989-28-79-82749-6",4
"3/2/2193","989-28-229-7592-2",2
"3/2/2193","989-28-229-5891-8",4
"3/2/2193","989-28-229-3157-7",2
"3/2/2193","989-28-229-9769-6",6
"3/2/2193","989-28-229-1404-4",4
"3/2/2193","989-28-229-6632-6",1
"3/2/2193","989-28-79-23023-4",8
"3/2/2193","989-28-79-71565-6",6
"3/2/2193","989-28-79-26824-4",8
"3/2/2193","989-28-79-13801-1",7
"3/2/2193","989-28-79-36485-4",1
"3/2/2193","989-28-79-68089-3",2
"3/2/2193","989-28-79-74374-1",11
"3/2/2193","989-28-79-43574-5",1
"3/2/2193","989-28-79-91028-0",4
"3/2/2193","989-28-79-51397-9",2
"3/2/2193","989-28-79-40897-8",2
"3/2/2193","989-28-79-55752-2",1
"3/2/2193","989-28-79-82339-9",1
"3/2/2193","989-28-79-44730-4",1
"3/2/2193","989-28-3705-222-9",3
"3/2/2193","989-28-79-03683-6",1
"3/2/2193","989-28-3705-492-6",1
"3/2/2193","989-28-3705-369-1",1
"3/2/2193","989-28-3705-583-1",2
"3/2/2193","989-28-3705-649-4",1
"3/2/2193","989-28-79-32105-5",1
"3/2/2193","989-28-654-3899-6",1
"4/2/2193","989-28-3705-054-6",1
"4/2/2193","989-28-3705-987-7",3
"4/2/2193","989-28-3705-007-2",5
"4/2/2193","989-28-3705-592-3",2
"4/2/2193","989-28-79-11297-4",1
"4/2/2193","989-28-79-01991-4",2
"4/2/2193","989-28-79-86624-2",1
"4/2/2193","989-28-79-45675-7",1
"4/2/2193","989-28-79-04510-4",1
"4/2/2193","989-28-79-16826-1",1
"4/2/2193","989-28-79-13871-4",4
"4/2/2193","989-28-79-05670-4",3
"4/2/2193","989-28-79-82749-6",2
"4/2/2193","989-28-229-5891-8",2
"4/2/2193","989-28-229-1404-4",4
"4/2/2193","989-28-229-9769-6",3
"4/2/2193","989-28-229-6632-6",2
"4/2/2193","989-28-229-7592-2",2
"4/2/2193","989-28-229-3157-7",1
"4/2/2193","989-28-229-0197-6",1
"4/2/2193","989-28-79-23023-4",6
"4/2/2193","989-28-79-68089-3",3
"4/2/2193","989-28-79-51397-9",3
"4/2/2193","989-28-79-74374-1",3
"4/2/2193","989-28-79-91028-0",1
"4/2/2193","989-28-79-13801-1",2
"4/2/2193","989-28-79-26824-4",2
"4/2/2193","989-28-79-40897-8",2
"4/2/2193","989-28-79-43574-5",1
"4/2/2193","989-28-3705-492-6",1
"4/2/2193","989-28-3705-222-9",2
"4/2/2193","989-28-3705-966-2",1
"4/2/2193","989-28-79-32105-5",1
"4/2/2193","989-28-3705-138-3",1
"5/2/2193","989-28-229-1404-4",6
"5/2/2193","989-28-3705-138-3",1
"5/2/2193","989-28-3705-987-7",3
"5/2/2193","989-28-3705-592-3",1
"5/2/2193","989-28-3705-007-2",6
"5/2/2193","989-28-3705-649-4",1
"5/2/2193","989-28-3705-966-2",1
"5/2/2193","989-28-79-86624-2",1
"5/2/2193","989-28-79-16826-1",1
"5/2/2193","989-28-79-69807-2",8
"5/2/2193","989-28-79-82125-8",2
"5/2/2193","989-28-79-05670-4",2
"5/2/2193","989-28-229-3157-7",1
"5/2/2193","989-28-229-6632-6",3
"5/2/2193","989-28-229-0197-6",1
"5/2/2193","989-28-229-5891-8",1
"5/2/2193","989-28-79-23023-4",2
"5/2/2193","989-28-79-13801-1",3
"5/2/2193","989-28-79-26824-4",3
"5/2/2193","989-28-79-71565-6",1
"5/2/2193","989-28-79-55752-2",1
"5/2/2193","989-28-79-74374-1",1
"5/2/2193","989-28-3705-222-9",5
"5/2/2193","989-28-3705-492-6",1
"5/2/2193","989-28-79-45675-7",1
"5/2/2193","989-28-654-0047-4",1
"5/2/2193","989-28-654-8573-0",1
"6/2/2193","989-28-229-1404-4",5
"6/2/2193","989-28-3705-007-2",9
"6/2/2193","989-28-3705-583-1",2
"6/2/2193","989-28-79-86624-2",2
"6/2/2193","989-28-79-21991-8",1
"6/2/2193","989-28-79-30536-9",1
"6/2/2193","989-28-79-01991-4",1
"6/2/2193","989-28-79-11297-4",1
"6/2/2193","989-28-79-45675-7",1
"6/2/2193","989-28-79-13871-4",4
"6/2/2193","989-28-79-69807-2",2
"6/2/2193","989-28-79-05670-4",2
"6/2/2193","989-28-79-22562-9",1
"6/2/2193","989-28-229-3157-7",1
"6/2/2193","989-28-229-9769-6",3
"6/2/2193","989-28-79-23023-4",3
"6/2/2193","989-28-79-74374-1",3
"6/2/2193","989-28-79-71565-6",3
"6/2/2193","989-28-79-13801-1",5
"6/2/2193","989-28-79-36485-4",1
"6/2/2193","989-28-79-91028-0",1
"6/2/2193","989-28-79-40897-8",1
"6/2/2193","989-28-3705-222-9",2
"6/2/2193","989-28-79-23015-9",1
"6/2/2193","989-28-79-14379-4",1
"6/2/2193","989-28-79-32105-5",1
"6/2/2193","989-28-79-26824-4",1
"6/2/2193","989-28-79-68089-3",1
"6/2/2193","989-28-3705-492-6",2
"6/2/2193","989-28-79-05638-4",1
"6/2/2193","989-28-3705-987-7",2
"6/2/2193","989-28-3705-369-1",1
"7/2/2193","989-28-229-1404-4",2
"7/2/2193","989-28-3705-007-2",2
"7/2/2193","989-28-3705-987-7",3
"7/2/2193","989-28-79-11297-4",2
"7/2/2193","989-28-79-45675-7",1
"7/2/2193","989-28-79-69807-2",2
"7/2/2193","989-28-79-13871-4",4
"7/2/2193","989-28-654-0047-4",1
"7/2/2193","989-28-229-0197-6",1
"7/2/2193","989-28-229-9769-6",1
"7/2/2193","989-28-79-26824-4",4
"7/2/2193","989-28-79-74374-1",4
"7/2/2193","989-28-79-71565-6",3
"7/2/2193","989-28-79-55752-2",1
"7/2/2193","989-28-79-23023-4",3
"7/2/2193","989-28-79-68089-3",1
"8/2/2193","989-28-229-1404-4",3
"8/2/2193","989-28-3705-987-7",1
"8/2/2193","989-28-79-45675-7",1
"8/2/2193","989-28-79-32105-5",1
"8/2/2193","989-28-79-68089-3",2
"8/2/2193","989-28-79-74374-1",4
"8/2/2193","989-28-79-13801-1",1
"8/2/2193","989-28-79-26824-4",1
"8/2/2193","989-28-3705-205-2",1
"8/2/2193","989-28-79-05670-4",2
"8/2/2193","989-28-3705-138-3",1
"8/2/2193","989-28-229-7592-2",2
"8/2/2193","989-28-79-36485-4",1
"11/2/2193","989-28-229-1404-4",6
"11/2/2193","989-28-3705-007-2",2
"11/2/2193","989-28-3705-987-7",2
"11/2/2193","989-28-79-86624-2",1
"11/2/2193","989-28-79-05670-4",1
"11/2/2193","989-28-79-13871-4",4
"11/2/2193","989-28-79-69807-2",2
"11/2/2193","989-28-79-82749-6",2
"11/2/2193","989-28-229-9769-6",2
"11/2/2193","989-28-229-6632-6",2
"11/2/2193","989-28-79-68089-3",1
"11/2/2193","989-28-79-74374-1",3
"11/2/2193","989-28-79-26824-4",2
"11/2/2193","989-28-79-23023-4",1
"11/2/2193","989-28-79-40897-8",2
"11/2/2193","989-28-3705-492-6",1
"11/2/2193","989-28-79-55824-6",1
"11/2/2193","989-28-3705-222-9",2
"11/2/2193","989-28-3705-138-3",1
"11/2/2193","989-28-79-13801-1",2
"11/2/2193","989-28-229-3157-7",1
"12/2/2193","989-28-3705-007-2",6
"12/2/2193","989-28-3705-583-1",2
"12/2/2193","989-28-3705-987-7",1
"12/2/2193","989-28-79-18127-7",1
"12/2/2193","989-28-79-21991-8",2
"12/2/2193","989-28-79-45675-7",2
"12/2/2193","989-28-79-05670-4",1
"12/2/2193","989-28-79-13871-4",4
"12/2/2193","989-28-654-6033-1",1
"12/2/2193","989-28-229-7592-2",2
"12/2/2193","989-28-229-1404-4",3
"12/2/2193","989-28-229-3157-7",1
"12/2/2193","989-28-229-0197-6",1
"12/2/2193","989-28-229-9769-6",1
"12/2/2193","989-28-79-23023-4",3
"12/2/2193","989-28-79-43574-5",1
"12/2/2193","989-28-79-68089-3",1
"12/2/2193","989-28-79-74374-1",4
"12/2/2193","989-28-79-13801-1",3
"12/2/2193","989-28-79-55752-2",1
"12/2/2193","989-28-79-40897-8",1
"12/2/2193","989-28-79-26824-4",2
"12/2/2193","989-28-79-03683-6",1
"12/2/2193","989-28-3705-222-9",1
"12/2/2193","989-28-229-5891-8",1
"12/2/2193","989-28-79-82749-6",2
"12/2/2193","989-28-79-82197-5",1
"12/2/2193","989-28-79-30536-9",1
"12/2/2193","989-28-3705-054-6",1
"12/2/2193","989-28-79-91028-0",1
"13/2/2193","989-28-229-1404-4",3
"13/2/2193","989-28-3705-987-7",2
"13/2/2193","989-28-3705-007-2",1
"13/2/2193","989-28-79-45675-7",1
"13/2/2193","989-28-79-11297-4",1
"13/2/2193","989-28-79-30536-9",1
"13/2/2193","989-28-79-69807-2",6
"13/2/2193","989-28-79-13871-4",10
"13/2/2193","989-28-79-05670-4",1
"13/2/2193","989-28-654-5771-3",3
"13/2/2193","989-28-229-9769-6",3
"13/2/2193","989-28-229-6632-6",3
"13/2/2193","989-28-229-5891-8",2
"13/2/2193","989-28-229-7592-2",1
"13/2/2193","989-28-229-0197-6",1
"13/2/2193","989-28-79-71565-6",3
"13/2/2193","989-28-79-40897-8",3
"13/2/2193","989-28-79-74374-1",4
"13/2/2193","989-28-79-23023-4",5
"13/2/2193","989-28-79-26824-4",2
"13/2/2193","989-28-79-68089-3",2
"13/2/2193","989-28-79-91028-0",2
"13/2/2193","989-28-79-13801-1",1
"13/2/2193","989-28-79-03683-6",1
"13/2/2193","989-28-3705-492-6",3
"13/2/2193","989-28-3705-222-9",5
"13/2/2193","989-28-654-0127-3",1
"13/2/2193","989-28-79-43574-5",1
"13/2/2193","989-28-79-05638-4",1
"14/2/2193","989-28-229-1404-4",3
"14/2/2193","989-28-3705-136-9",1
"14/2/2193","989-28-3705-987-7",2
"14/2/2193","989-28-3705-583-1",1
"14/2/2193","989-28-3705-007-2",2
"14/2/2193","989-28-79-04510-4",1
"14/2/2193","989-28-79-22871-2",1
"14/2/2193","989-28-79-45675-7",4
"14/2/2193","989-28-79-18127-7",2
"14/2/2193","989-28-79-07610-8",1
"14/2/2193","989-28-79-13871-4",4
"14/2/2193","989-28-79-05670-4",2
"14/2/2193","989-28-79-82749-6",2
"14/2/2193","989-28-79-82125-8",2
"14/2/2193","989-28-229-7592-2",3
"14/2/2193","989-28-229-6632-6",2
"14/2/2193","989-28-229-5891-8",1
"14/2/2193","989-28-229-9769-6",1
"14/2/2193","989-28-229-3157-7",1
"14/2/2193","989-28-79-91028-0",2
"14/2/2193","989-28-79-13801-1",4
"14/2/2193","989-28-79-23023-4",1
"14/2/2193","989-28-79-40897-8",6
"14/2/2193","989-28-79-71565-6",1
"14/2/2193","989-28-79-74374-1",3
"14/2/2193","989-28-79-68089-3",2
"14/2/2193","989-28-79-14379-4",2
"14/2/2193","989-28-3705-222-9",2
